result,評価項目,評価表現,評判情報
"",シャッター音,も良好です,シャッター音も良好です。
"",シャッター音,も気に入っています,画像には関係ないですが、質感やシャッター音も気に入っています。
"",シャッター音,にあり,最初に感動したのですが、D40xよりシャッター音に高級感があり駆動に安定感があります。
"",シャッター音,は使えます,ミラーの切れや、シャッター音は、F6を常用していても違和感なく使えます。
"",シャッター音,といい,シャッター音といい、画質のすばらしさといい・・・毎日が感動の連続です。
"",シャッター音,がよく,シャッター音がよく、持った時のフィーリングにも惹かれました。
"",シャッター音,は感じです,シャッター音はパシャッっという感じで他社よりもカメラらしい感じです。
"",シャッター音,がいいですね,KissDNと比べてホールド感やシャッター音がいいですね。
"",シャッター音,をした,最上のファインダー、素晴らしいシャッター音を始めとした動作音、レンズを含めた無骨なニコンのデザイン。
"",シャッター音,と相まって,デジタル一眼レフカメラは、コンデジとはまた違う次元で、カメラらしいシャッター音と相まって撮影することが楽しくなるカメラだと感じました。
"",シャッター音,が違う,×あと、シャッター音がEOS-1Ds系と違う事(^^;;
"",シャッター音,がないので,うちでは赤子を中心に撮っていますが、デジイチのような派手なシャッター音がないので寝ている間でも撮影が可能というのがうれしいです。
"",シャッター音,も良く,シャッター音もEOS5Dよりは良く、写真を撮ってる!
"",シャッター音,はいい,話題になってるシャッター音はいい写真が残せるのであれば全然気になりません。
"",シャッター音,はありませんが,確かにシャッター音は爽快感はありませんが、音に聞き惚れるような場面は殆どありませんから問題なしです。
"",シャッター音,はなりません,シャッター音は気になりません。
"",シャッター音,と相まって,連写速度と、キレのあるシャッター音と相まって、テンポ良く撮影できるカメラだと思います。
"",相性,が良いので,●純正ワイコン(VCL-HA07A)との相性が良いので、ほぼ付けっぱなしにしています。
"",相性,が良いと,単三駆動のデジカメと相性が良いと思います。
"",相性,の良い,なかなか相性の良いデジカメに巡り合えず、2台ほど無駄遣いを続けてしまった身ですが、今回の買い物は正解だったと感じています。
"",相性,はよく,パナのDVDデッキとの相性はさすがによく、簡単にDVDに残せるのが最高です。
"",相性,は良く,流石にLUMIXDMC-L1との相性は良く、絞りリング・ピントリングの操作性も文句無しです。
"",相性,がよい,5.ノートPCW5との相性がよい。
"",相性,も良く,しかし全体的にはライカレンズとの相性も良く、少しマニアックですが、いいカメラだと思います。
"",相性,も気に入っています,心配していたZuikoレンズとの相性も個人的にとても気に入っています。
"",相性,は良く,流石にLUMIXDMC-L1との相性は良く、絞りリング・ピントリングの操作性も文句無しです。
"",相性,が良い,2007年5月に___NikonCOOLPIXP5000___と同時購入COOLPIXP5000と相性が良い。
"",相性,も良く,購入に踏み切るのにかなりの覚悟が必要でしたが、使用してみるとD300との相性も良く、素晴らしい描写のレンズです。
"",相性,が良いです,小型・軽量のD40と相性が良いです。
"",相性,も良いです,このレンズとの相性もとても良いです。
"",相性,があると,全体的に硬質な表現をしますので、デジタルの場合は組み合わせるボディとの相性があると感じますが、バッグにそっと忍ばせても邪魔にならず、描写も割合に良いので、普段から気軽に使用できるレンズです。
"",相性,もいいです,少年野球や運動会などでの撮影で使用していましたが、デジタル一眼レフ(D100、D200)との相性も良く描写がとてもいいです。
"",相性,がいいと,やはり同一メーカーのせいか相性がいいと感じます。
"",相性,もいいです,購入の際少々心配していたのですが、広角側でも望遠側でも歪み無くカメラとの相性もいいです。
"",相性,も良く,しかし、D70・D50クラスで使うには相性も良く、画作りに破綻もなく、満足度の高いレンズです
"",相性,が良い,3．逆に、ニコンスピードライトSB-400と相性が良い。
"",相性,も良いです,PENTAXK20Dとの相性も良いです。
"",相性,がいいと,非常に相性がいいとみえます。
"",相性,は最高です,特に31mmのレンズの相性は最高です。
"",相性,はいいです,水中使用ですが，CX-600にエクステンション22かませてからドームポートをつけるとこのレンズとの相性はかなりいいです．
"",相性,が良いです,Kenkoのワイドコンバージョンレンズ『LHG-065』との相性が異様に良いです。
"",相性,も良いです,PENTAXK20Dとの相性も良いです。
"",相性,は良いと,ボディ内手振れ補正のある機種とこのレンズとの相性は非常に良いと思います。
"",相性,が良いと,一番相性が良いと思われるレンズは、シグマの魚眼15ミリです。
"",相性,はよいです,私の場合は、thinkTankPhotoの鞄やウエストポーチ、レンズポーチなどを多数組み合わせて使っておりますが、1D3と共に非常に相性はよいです。
"",相性,はありません,AF精度は私の30Dとの相性はいいようで全く問題ありません。
"",相性,はいいと,軽くてKDNとの相性はいいと思います。
"",相性,が良く,また、kenkoの旧タイプのテレコン、PRO300とも相性が良く、開放からそこそこ使えるので1Dmark2に付けるときは、テレコンをつけっぱなしにしています。
"",相性,は感じました,重量バランスでは、KISSとの相性は決して良くないと感じました。
"",相性,はいいと,重さ的にも比較的軽いのでKDXとの相性はとてもいいと思います。
"",相性,もあって,現在は5Dとの使用ですが、相性も良くF2だけあって非常に抜けの良い写真が楽しめます。
"",部分,はある,実際使用した実感としては、細かい部分はあるものの、batteryの持ちも良好だし、8.1Mと言う事で、手軽に綺麗に撮れてます。
"",部分,はありますが,色々な面で次回に期待したい部分は多々ありますが、まず1号機としては合格ラインではないでしょうか?
"",部分,もありますが,質感はD80のほうがしっかりしている部分もありますが、留100も優れている点もあるので、「4．5」
"",部分,もありますが,タッチパネルは、写真再生時に拡大したい部分をタッチするだけで局所的に拡大できるなど、使いやすい部分もありますが、全体としてはまだまだ未成熟という印象です。
"",部分,はあります,ダイヤルでメニューを選べるので楽なのですが、全体的にボタンが小さめで操作しづらい部分はあります。
"",部分,はあり,上の2点以外にはさしたる不満もなく、・高感度画質・ダイナミックレンジ拡大モードなど、良いと思える部分は数多くあり、1台でかなりの範囲をこなせる好バランスなカメラと感じました。
"",部分,はします,全体としてはとても良いデザインなんですけどね、カバーの部分はちょっともったいない気がします
"",部分,があります,「フラッシュ発光禁止」にしても電源を切ると再び自動発光に戻ったり、露出補正をする時にボタンでメニューを呼び出してから+−するなど、一眼レフに慣れているとかなり煩わしく感じる部分があります。
"",部分,があると,画面の一部に明るい部分があると、画面中央の撮りたい部分は暗く撮影される。
"",部分,があると,基本オートマチックなのでもうちょっとマニュアリーにいじれる部分があるともっと楽しかったかも?
"",部分,はありますが,細かく言えば気になる部分はありますが、全体的にポイントを押さえた、よくできたカメラです。
"",部分,がなく,FZ1から乗り換えのため、操作性は継承されている部分が多く違和感なく使えました。
"",部分,もありますが,・使いづらい部分もいくつかありますが、画質がいいのでとても気に入っています。
"",部分,がないので,・本体が小さくホールドする部分が本体上の部分しかないので持ちづらい。
"",部分,がある,グリップのあるボディに共通して持ち方が強制される部分がある。
"",部分,があり,もっとも、TZ3とFZ18はある意味競合する部分があり、一緒に持ち出すことはあまりないかも。
"",部分,もありますが,流石に光量的に厳しい部分もありますが、小物撮影とかで威力を発揮します。
"",部分,もありますが,×レンズが沈胴タイプなので仕方ない部分もありますが、あと少し起動が早ければ・・・・
"",部分,もありますが,画質はパナらしいノイジーな部分もありますが、所有した歴代FZの中では低感度高感度共に一番良いです。
"",部分,はします,あと「LUMIX」のロゴの部分はエンボス加工をしたステッカー・・・この辺がカメラ屋さんじゃなくて家電屋さんだなぁという感じがします。
"",部分,があります,ただし操作性に関して一点特筆ものの部分があります。
"",部分,はいいと,ハイアングルでもバックライトをコントロールして黒つぶれしなくなる部分はいいと思います。
"",部分,もあり,広角に振っている分レンズの描写的には厳しい部分もあり、任意に絞りを操作できたらちょっと良かったかも?
"",部分,もありますが,ファインダーやモニターの画質など、不満な部分もありますが、価格を考えると充分に許容範囲です。
"",部分,で決めました,実際の価格はキャノンが一番安かったのですが、最終的にコンパクトさと初心者でも使いやすそうな部分でこれに決めました。
"",部分,もあります,防塵防滴のプロ仕様という以上は松レンズでもこの辺の作り込みは徹底的にやって欲しいですし、逆に35mmの割り切ったチープさの方が納得できる部分もあります。
"",部分,もありますが,ボディは多少質感は安っぽい部分もありますが高級機種じゃないのでこれで十分です。
"",部分,もありますが,カメラの機能としてさらに上級の機種には追いつけない部分もありますが、ライブビューの使い勝手はたぶん想像以上に大きく、ライブビューがないカメラはそれ自体が欠点ではないかと思います。
"",部分,はありますが,他、WBや露出の安定性、AF速度も2強に一歩及んでない部分はありますが。
"",部分,もある,またモードの切り替えや設定も慣れるまでは面倒な部分もある他、モードによっては組合せられない機能があり、少し不満を感じます。
"",部分,もあり,一方で斬新さ、新規性では他社モデルに譲る部分もあり評価が分かれるところです。
"",部分,がなく,ロケ先で三脚を使う部分がほとんどなく、手持ちで店内での撮影が主になるので場所によっては暗かったりで大変ですが、細かい設定でなんとか対応できます。
"",部分,はあります,ただし、性能面で気になる部分はあります。
"",部分,がある,・ボタンが小さくなった部分がある事。
"",部分,ではありません,機能が盛り沢山で機能の部分では全く不満はありません。
"",部分,はないので,機能性で評価する部分は特にないので、2点。
"",部分,もありますが,カタログ仕様上はEDレンズが2枚から1枚になったり、絞り羽根が9枚から7枚になるなど、スペックダウンの部分もありますが、実際の写りはコントラスト、シャープネスが上がり、よくなったように思います。
"",部分,もありますが,現在のトレンドである「手振れ補正」、「CCDのゴミ取り」、等々非搭載で見劣りする部分もありますが、「カメラ」としての基本的なツボをきちっと抑えたカメラだと思います。
"",部分,はよいと,しかし後の部分はとてもよいと思う。
"",部分,はあります,ただ35mmF2Dや50mm1.4Dのどシャープな画像を普段から見てるとどうしても見劣りする部分はあります。
"",部分,があります,画質や手ブレ対策は完全にS8の方が上、逆に操作はS5の方が簡単と思える部分があります。
"",部分,が大きい,銀塩時代から、ズーム比率が5倍以上は犠牲を払っている部分が大きい(勝手な持論)と言う思いからこのレンズを選びました。
"",部分,は満足しています,見た目、質感、ホールドのし易さ等のハードの部分は満足しています。
"",部分,はないので,機能性で評価する部分は特にないので、3点。
"",部分,もありますが,まあ二年前の機種と比較しても参考になるのか?って部分もありますが、前機種と比べてどれくらい幸せになったかをレポートしました
"",部分,がありますが,機能性は後継のP5100と比べると見劣りする部分がありますが、この手の製品は日進月歩かつ五十歩百歩ですんで・・・
"",部分,があると,被写体に高輝度な部分があるとフォーカスエイドしたときにスミアが出て、画面にピンクの筋が発生します。
"",部分,もありますが,ボタン・ダイヤルの位置・操作性がやや不便な部分もありますが、デザイン・ホールド感は最高。
"",部分,がありますが,できあがった写真をPCにて拡大してみると、シャープさに欠ける部分がありますが、私にとっては許容範囲です。
"",部分,はありますが,画素数やノイズ、操作のレスポンスなど少し物足りない部分はありますが、バリアングルモニターの便利さがそれらを打ち消してくれます。
"",部分,がなる,1．暗い部分がザラザラになること。
"",部分,もあります,絵はGR-Dに及びませんある部分によってはGX8にすら及んでいない部分もあります。
"",部分,があります,強いて言えば、値段の割りに「ちゃっちぃーー」と思える部分があります。
"",部分,も含めて,形とレンズはGRから引き継いでいると思いますが、その他の部分も含めて考えると銀塩GRとはコンセプトが違っているのではと感じました。
"",部分,もあります,全体的な満足度は合格点ですが、所々不満な部分もあります。
"",部分,はありますが,コンデジとの差なのか、このカメラが優れているのかよくわからない部分はありますが、特に不満はありません。
"",部分,はありません,今となっては特筆する部分はありません。
"",部分,もある,K100Dで不満だった左手側の「白くて細長いゴム」の部分も、DSやDLのような感じでK10「D」がなかなか高級感あるデザインで好きです。
"",部分,はありません,安っぽくて困る部分は一つもありません。
"",部分,があると,まとめとてもよいカメラではありますが、ちょっと抜けている部分があるというか・・・そこがPentaxらしくて好きだったりもします。
"",部分,もありますが,デジタル専用レンズと比較して劣っている部分もありますが、使い方次第で様々な表現方法を見いだせる、奥の深いレンズだと思います。
"",部分,はありません,その他操作性には特筆する部分はありません。
"",部分,もありますが,総___括画質の詰めに甘い部分もありますが、フィッシュアイでありズームであり、このレンズの表現性は別の部分にあると思います。
"",部分,はありません,・開放からピントのあった部分はシャープでボケも自然でウルサイと感じる事はありません。
"",部分,がありますが,以上、ハード面では最新機種に後塵を浴びてしまう部分がありますが、使いやすさや、可能性(遊び心)など、ソフト面では全然負けているとは思いません。
"",部分,もありますが,1.製品の善し悪し確かに上位機種の性能と比較すると連写等で物足りない部分もありますがこの価格でこの性能であれば大満足の一言です。
"",部分,が良い,グリップの部分が良い感じです。
"",部分,はなります,影の部分はくすんだ茶色になります。
"",部分,もありますが,ズームリングは三脚座に干渉されて使いにくい部分もありますが、自分には画質、操作に満足できるレンズで。
"",部分,があります,各ボタンの割り当てのロジックがいまいち見えてこないので、マニュアルを見ないと操作方法が分からない部分がけっこうあります。
"",部分,があると,カメラという機械(実は私は半分ぐらいこっち)が好き派には、物足りない部分とか不満に思う部分がけっこうあると思います。
"",部分,は好みです,カメラボディの作りだのシャッターの切れ味だの作動音だの、写真とはまったく無関係な部分は単に好みです。
"",部分,もありますが,また、、、28-300mmやデジタルだと18-200mmなど高倍率ズームもあり、魅力が薄れている部分もありますが、高倍率ズーム(のインナーフォーカス)は近距離〜中距離だと画角が広くなる(5〜8mとかの近い距離だと55-200mmと18-200mmの同じ200mmで撮影しても、繰り出しフォーカスタイプの55-200mmの方が大きく撮れる)という事もありますし、レンズ自体がコンパクトという利点もありますので、まだまだ商品価値的には魅力のあるカテゴリーだと思います。
"",部分,はありますが,という部分はありますが、この価格で、この描写力、この軽さ。
"",部分,はありません,画質についてはフルサイズの5Dの方が好みですが…不満を感じる部分は殆どありません。
"",部分,はないです,操作性もそこそこで、不満と言えるような極端な悪い部分はないです。
"",部分,はないと,操作性、機能性といった部分は特に問題ないと思います。
"",部分,も満足しています,しかし、その他の部分(AFの速さ、ISの効果など)は大満足で、70-200F4から買い換えるにあたって唯一心配だった「写り」の部分も満足しています。
"",部分,もありますが,8(非IS)との比較では少しヌケが悪いと感じる部分もありますが、それでも高いレベルの描写性能である事には変わりません。
"",部分,が多い,あえて難点をいえば、プラスチックの部分が多いためかF10と比べると、多少安っぽい感じがします。
"",部分,があるので,また、筐体はメタリックなので、丈夫そうだが、案外、デリケートな部分があるので、保護ケースはソフトタイプのものが良いと思う。
"",部分,もありますが,ぼけ具合が少し雑な部分もありますが、ピントはしっかり合いますし、F8に絞った時の描写はなかなか捨て難いです。
"",部分,もありますが,まだ使い初めてちょっとですのでなんとも言えない部分もありますが、全体的に好印象です。
"",部分,はありますが,30Dがメイン機となった今では、「連写」「液晶の小ささ」「ファインダー」「操作性(特に露出補正のしづらさ)」といった部分で見劣りする部分はありますが、逆にこういった部分はあまり気にせず「いい写真をキレイに撮る」ことだけを考えた場合は十分とも思います。
"",部分,はします,KissDN発売以降、細かな部分では各社各機種ブラッシュアップしていると思いますが、デジタルカメラとしての本質的な部分はKissDNですでに完成されている感じもします。
"",部分,で満足しています,購入して1年が過ぎましたが、画質や携帯性の部分で現在でも非常に満足しています。
"",部分,があるので,機能性は小型化のため割り切っている部分があるので、買われる前に拡張端子等について調べられたほうが良いでしょう。
"",部分,はあります,液晶そのものは綺麗ですが、液晶の大きさがもうすこし大きいほうが良かったかなという部分はあります。
"",部分,はしますが,ファインダーの見え方や、細かい部分はやはりフルサイズには負ける気がしますが、機動力があります。
"",部分,もありますが,まだまだシリーズ第一弾なので荒削りの部分もありますが、かなり良いカメラですね。
"",部分,をする,ピクセル等倍で見たり、細かい部分を気にする人はおそらく戴けないでしょう
"",部分,が違う,他の一般的なコンデジとは、デザインが大きく異なったり、力の入ってる部分が違うものかもしれませんが、使用目的を考えればこれ以上のカメラはなかなかないと言える気がします。
"",部分,もありません,すばらしくかっこいいという事はありませんが、許せないような部分もありません。
"",部分,がなる,ただ小さい部分が気になる。
"",部分,もあり,ただ、電源スイッチの位置等、改善して欲しい部分も多々あり。
"",部分,もありますが,写りは、Lレンズなどの高級レンズを持っていないので何とも言えない部分もありますが、昨年12月にデジ一デビューした者としては十分だと感じています。
"",部分,があり,1型から改善された部分が多数あり。
"",部分,がありますが,デジタルでの場合、開放値での色のりは物足りない部分がありますが、設計時にはデジタルを当然考慮していないので致し方のない所。
"",部分,はありません,価格を考えれば、USMが内臓されていて、必要最低限の機能はあるので、特に口出しする部分はありません。
"",部分,があると,まず画質についてですが、S3ISと比べてCCDが画素数だけ上がってサイズが変わらなかったので、ノイズなどで画質が劣ってないか心配しましたがやはり影響は出ているようで、ネット上のレビューの画像を見比べたところでは、DIGIC竇「が頑張っているものの条件によってはS3ISより画質が劣る部分があると思います。
"",部分,もありますが,まだ購入間もないので使いこなしていない部分もありますが、A640との比較で評価させていただきました。
"",部分,もあります,買ったばっかりなので、分からない部分もまだ沢山あります。
"",部分,はある,機能では最新機種に劣る部分はあるものの、久しぶりに写真を撮ることの楽しさを思い出させてくれたカメラなので、大変満足しています。
"",部分,があります,それでも、画質は5を評価するほどのFUJIでしか表現できない部分があります。
"",部分,もありますが,初期のハニカムですので等倍表示では気になる部分もありますが、L版プリントとかでは全然問題なく綺麗に出来ます。
"",部分,もあります,操作系はシンプルで使いやすいですが、モードによってiso感度等の自由度が低い、マニュアルフォーカスがやりにくい等、改善して欲しい部分もあります。
"",部分,もありますが,液晶側はちょっとと思える部分もありますが、昔使っていたコニカのBigMiniに似たようなシンプルエレガントを感じます。
"",部分,もありますが,細かい部分では高感度でベタっとしたノイズ処理とかが気になる部分もありますが、他のメーカーの高感度での更なるベタっとした感じよりも違和感が少なく感じます。
"",部分,もありません,・さしたる不備はありませんが…特筆して良いという部分もありません。
"",部分,がある,現時点では満足しているが未知の部分がある為、評価は4です。
"",画素数,はありませんが,画素数は120万画素しかありませんが、非常にコンパクトで使い勝手がいいです。
"",画素数,もありますが,また一番気に入ったのは、画素数もありますが、連続してフラッシュ撮影ができるところです。
"",画素数,があるので,24mmの画角は部屋の中でも、旅行で協会みたいな大きな建物撮ったりするにも本当に便利ですし、望遠サイドも足りないかと思いましたが画素数が十分あるのであとでクロップしてもほとんど不便はありませんでした。
"",画素数,が多い,画素数が多いためトリミングしても画質がきれいだと思います。
"",画素数,を持つ,同じ画素数を持つコンパクトデジカメの方が数段綺麗に写ります。
"",画素数,がなり,画素数が2倍になり、解像感も良くなっています。
"",画素数,が高い,2.5型でももっと画素数が高いタイプならまだ我慢できますが…。
"",画素数,があるので,でもかなり小さく、静止画もそこそこの画素数があるので、長く使えそうな1品です
"",画素数,は十分です,画素数はもう十分です。
"",画素数,は良いのですが,現在はA4プリントが主なので画素数はこの程度でも良いのですが、風景写真等ではもっと高画素のものが欲しいですね。
"",画素数,もありません,A4までの引き伸ばしであれば画素数も問題ありません。
"",画素数,がなり,不満と言えば画素数が600万になり、かなりメディアに負担がかかること。
"",画素数,もあり,バッテリーも単三使用なので単三充電池が使え、画素数も200万画素あり、壊れるまで使えるカメラだと思います。
"",画素数,が高い,画質は画素数が高いせいか、高感度ノイズが自然な感じで乗り、プリント時にも気になりません。
"",画素数,があります,画素数が610万と1020万の違い以上に解像感や画質の艶感に違いがあります。
"",画素数,が気に入りました,スペックも申し分なく、画素数が610万画素以外はとても気に入りました。
"",画素数,があれば,仕事で必要なマクロ撮影も、これくらいの画素数があれば、簡易の実体顕微鏡みたいな使い道も。
"",画素数,に感じる,・D40が気に入ってはいるが、画素数に不足を感じる場合には最適。
"",画素数,は十分です,6Mのファインで使っていますが、画質や画素数は十分です。
"",画素数,が多い,画素数が多いため、プリント時には適度に縮小され、くっきりした画像になります。
"",画素数,もあり,そこそこの画素数もあり、上記以外はおおむね良好です。
"",画素数,はありませんが,・大きさや画素数は問題ありませんが、再生画像がコントラスト高めに表示される傾向があるため、実際よりも露出アンダー気味に見える場合があります。
"",画素数,が多い,このコンパクトさでF2.6の明るいレンズはうれしい、一般的なF2.6のレンズと比べ数値上は僅かの差だが、数値以上の明るさが得られている感じだ、ISO200でもノイズが少なく常用できるのも手伝って、実際に使ってみると室内や夜の撮影でも綺麗に撮れる、1/2.5型と小さいCCDに500万画素と画素数が多いため、正直あまり画質に期待は出来ないが、それでもこのクラスでは最も良い部類に入るだろう、唯一の欠点はバッテリーのもちの悪さ、といっても撮影枚数が少ないとかそういう問題ではなく、使わずに放って置いたときの自然放電の多さ、一週間くらい使わないといざ使おうとしたときに電池が残り僅かになっていることがあるので、その点だけ注意が必要。
"",画素数,は満足です,画素数は600万画素で満足です。
"",画素数,はないです,結構長い時間迷ったので知人のD40Xやキヤノンのkissデジと比べても画素数は少なくとも普通に使う分ではまったく遜色ないです。
"",画素数,も良いし,昨年末に30Dから5Dへと買い換えましたが発売から2年以上経過しても最新の機種に全く見劣りしない画が撮れるカメラはそうそう無いのではないかなって思います画素数もこの程度がちょうど良いしAFの精度も高いし撮れる画もレンズの性能を引き出してくれる気がします使い勝手も悪くなくテンポよく撮影できて非常に満足していますあえて注文するならAFのエリアがもう少し広かったら本当によかったんだけど。。。
"",画素数,にありますが,画質は、今となっては画素数に不満がありますが、A3ぐらいまでなら問題ないと思いますし、スポーツ、報道、動物写真などであればこれでいいのかもしれません。
"",画素数,は十分です,画素数は今のままで十分です。
"",画素数,も比べると,画素数も820万画素と、最近の10M機種と比べると見劣りしますが、A4サイズで印刷しても特に何が気になるわけでもなく、非常に画質は良好でした。
"",画素数,はします,画素数は無理しすぎのような気がします。
"",画素数,は思います,画素数は1000万以上のものがポツポツ出てきているものの、不満足点も含めて、全般的に現状の製品としては競合商品より秀でるレベルのものだと思います。
"",画素数,がありますが,さすがに低価格化のしわよせで液晶の画素数が貧弱とか晴天下ではほとんど見えないとか多少の欠点はありますが、私には些細なことです。
"",画素数,は十分です,画素数は500万あれば十分です。
"",画素数,があった,ただ、もう少し画素数があった方が良いかもしれません。
"",画素数,が違う,現在、提出用(CALS)と記録用(6M)を両方づつ撮影しているのですが、画素数が違うモノを連続して撮影出来れば良いなと思っています。
"",もち,はいいと,従って、もちはいいと思います。
"",もち,は良いです,非常に良い___フラッシュを使うか否かでだいぶ変わりますが、少なくとも、ノンフラッシュなら、もちは良いです。
"",もち,はよく,バッテリーのもちは意外とよく、夜ホテルで充電すればOKでした。
"",もち,が悪い,・バッテリーのもちが悪い。
"",もち,が悪い,後はバッテリーのもちが悪い。
"",もち,がいい,・バッテリのもちがそこそこいいこと。
"",もち,もいいです,もちもいいです。
"",もち,が悪い,★使っていて気になった点電池のもちが悪い(ダイビングで電源入れっぱなしで2時間が限界)
"",もち,が悪い,カメラのせいと思いますがもちが悪い、D200で使用時。
"",もち,が悪い,もうひとつの気になる点は電池のもちが悪いことです。
"",もち,は感じです,バッテリーのもちはD200より良い感じです。
"",もち,が良い,3．電池のもちが良い350枚撮って一メモリ減っただけ。
"",もち,はいいですね,バッテリーのもちはいいですね、狭いところに押し込められているにもかかわらず、カタログ値の300枚程度は普通に撮れています。
"",もち,はありませんが,電池のもちは、D70に比べると確かによくありませんが、私は多くても1日200枚程度ですのでそんなに問題ではありません。
"",もち,が悪い,いろいろ試し撮りしてみましたが、バッテリーのもちが悪い。
"",もち,は十分です,バッテリーのもちは必要十分です。
"",もち,が良いと,電池のもちが良いといわれていたFinepixF10を利用していましたが、特に不満はありませんでした。
"",もち,が良くて,まずバッテリーのもちが良くて大満足、家に帰ってきてもゲージは満タン表示でした。
"",もち,が感じます,アルカリ電池の持ちは悪いのでフィルムカメラのコンパクトと同じように扱うとすごくもちが悪く感じます。
"",もち,を考えると,あと液晶パネルに顔を近づけると液晶表示が消えるシステムは___便利ですが、バッテリーのもちを考えるとoffにした方が良いかも
"",もち,も良いです,電池のもちも良いです。
"",もち,がいいので,acアダプターも購入しましたが、電池のもちがいいのでほとんど必要ないようです。
"",もち,が悪い,最初から付属しているバッテリーのもちが悪い。
"",もち,は良いと,バッテリーのもちは良いと思います。
"",もち,が良いです,・電池のもちが良いです。
"",もち,はいいと,バッテリーは二個買いましたが一時間の撮影なら付属品であまりますもちはいいと思います。
"",もち,はいいですね,バッテリーのもちはかなりいいですね。
"",もち,がよい,・バッテリーのもちが非常によい
"",サイズ,は便利です,サイズはものすごくコンパクトで持ち歩くのに非常に便利です。
"",サイズ,は思います,ソニーに限らず本体のデザインが良くてもバッテリーを装着すると出っ張るモデルがほとんどのところハイビジョンでありながらこのサイズは驚異と思います。
"",サイズ,もいい,サイズも丁度いい。
"",サイズ,を考えると,ただ望遠はx15とかx18とか倍率高いほど良いかと思いましたがサイズを考えるとx10のH3の方が良かったかとも思ってます。
"",サイズ,は最高です,なんといっても10倍望遠でこのサイズは最高です。
"",サイズ,で決めました,このサイズで光学10倍は魅力的、他のデジカメと比較しましたがズームとサイズで決めましたデジカメは2台持っているのですが、使い分けるために3台目を購入です。
"",サイズ,を考えれば,が、サイズを考えれば充分です。
"",サイズ,にして,このサイズにして、12倍ズームを搭載し、尚且つ手振れ補正まで搭載している事には驚きです。
"",サイズ,がいい,サイズがいい。
"",サイズ,が大きい,サイズが大きい、重い、値段が高い。
"",サイズ,が大きい,サイズが大きい分良好です。
"",サイズ,で満足しています,時期モデル、このサイズで、ビデオ内臓なんていうの欲しいね(高画質ですよ)ワンタッチで切り替えできる、便利だけどね、ちょっと無理かな、カメラにはとても満足しています。
"",サイズ,を考えれば,サイズを考えれば(相対的には)大変優れているといえなくはないが、絶対的な評価として持ちやすいといえるほどではない。
"",サイズ,にして,調べが進むとこの機種がこのサイズにして最強スペックの持ち主だと分かりました。
"",サイズ,には満足しています,○このパフォーマンスでこのサイズにはとても満足しています。
"",サイズ,で満足しています,35mm換算で24㎜ワイドズームしかもこのサイズで歪曲やノイズに螳檎挑を求めたり、一眼レフと比較すること自体がナンセンス、それにASA100以上で使用するカメラでないと思っていますので、このサイズでこの画質は満足しています。
"",サイズ,を考えると,よく言われる欠点は、コンデジというサイズを考えると自然だろう。
"",サイズ,が良い,CCDはこのサイズが良い。
"",サイズ,は最高です,胸ポケットに入れていつも持ち運びできるサイズは最高です。
"",サイズ,は良いです,ポケットにも入るこのサイズはちょうど良いです
"",サイズ,は良いですが,液晶は、サイズは良いですが、明るさ、色、解像度、視野角すべてダメです。
"",サイズ,は便利です,しかもDCレンズなので大口径レンズとは思えないコンパクトなサイズは便利です。
"",サイズ,はものです,収納時の400mmとは思えないサイズはこのシリーズ唯一のものです。
"",サイズ,は良い,手のサイズは男性の標準だと思いますが、サイズはもう少し大きいほうが良い。
"",サイズ,に感じます,携帯性は、KDXから比べたら大きいですが、30Dくらいが丁度よいサイズに感じます。
"",サイズ,はあると,デザイン・構造上の最大限のサイズはあると思います。
"",サイズ,になります,バッテリーグリップをつけるとEOS-1系並のサイズになります。
"",サイズ,は良いです,ポケットにも入るこのサイズはちょうど良いです
"",サイズ,が大きい,最大の理由は液晶画面のサイズが大きいことです。
"",サイズ,といい,サイズといい、画質いい、使い勝手もよく非常によい製品と思います。
"",サイズ,で思います,「携帯性」___小さいにこしたことはないですが、小さ過ぎて、持ち辛くなってしまっても意味がないので、このサイズで問題ないと思います。
"",サイズ,で思います,手軽に持ち出せるサイズで、マクロから大望遠までいつでも撮れるS3ISの機動力は、他に代えがたいものだと思います。
"",サイズ,は感じます,液晶やっぱり(普段2.5や3インチを使ってると)このサイズは小さく感じます
"",サイズ,が欲しい,6M程度のサイズが欲しい。
"",サイズ,になります,純正ケースを使うとどうしても厚みが出てしまいバッグに入れ難いサイズになります。
"",サイズ,はあります,スリムですがサイズは横長でそこそこあります。
"",重量,があった,もう少し重量があったほうが安定するかもしれませんし、もう少し明るいほうが使いやすいですが、キットレンズとしては上出来ではないかと思います。
"",重量,はありますが,重量はありますが仕方ないのかな、気になったところはUSBを差し込むところがゴムのフタ(小さい)をはずしてになりますが、留SDの時はカード差込口にあったのでよく使用していたのですが、これでは使用しているうちにゴムの変形・・ゴムの付け根切れ等が心配です。
"",重量,がある,重量がある方が手ぶれしにくいと思いますよ。
"",重量,もない,デザイン、質感は十分で、携帯する場合の重量も問題ない。
"",重量,がありますが,コンデジにしては少し重量がありますが、機能面が良いので気になりません。
"",重量,で決めました,携帯性:S3ISとどっちを買うか悩んだが、最後は重量で決めました。
"",重量,があった,"個人的にはもう少し重量があったほうが好みなんですが、時代の要請が""軽さ""を求めていますのでこれもまた""良し""とします。"
