result,評価項目,評価表現,評判情報
"",立体感,が感じる,クチコミでも誰かが言っていたが平面的で顔などの立体感が無く感じる、これはデジカメ全部の欠点だと思っていますが。
"",感,が必要です,液晶モニターの画素数が少なく、マニュアルでのピント合わせには経験と感が必要です。
"",感,があります,ただ、とった写真が全体的にやや青っぽい感があります。
"",感,が感じます,STFとは異なる感じですけど…これはこれでとろとろ感が抜群に感じます。
"",感,があります,ややボディが負けてる感があります。
"",感,がありますが,画質面での唯一の不満は、もう言い尽くされてる感がありますが、やはり「高感度時」の画質低下です。
"",感,が好きなので,D80のこってり感ではなく、あっさり感が好きなので。
"",感,がある,高倍率ズームレンズのSONYDTDT18-200mmF3.5-6.3はAFが遅く待たされる感がある。
"",感,がある,・しっかり感がある。
"",感,があります,・ハンディカムステーションは不要ですほぼ同じ端子が本体にもありますしバッテリーの充電も可能であればDVDライターとの接続のためだけに付属している感があります。
"",感,がありますが,各機種の印刷画質を比較しましたが、IXYには劣る感がありますが、まず、気にならないと思います。
"",感,があるのは,しかし、妻より手の大きい私は画面の端に表示される再生ボタン等が少し押しづらい感があるのは否めません。
"",感,があります,しかし、スタミナが売りのはずのソニーにしては、他社に負けている感があります。
"",感,があり,金属製鏡筒、フード、繰り出すレンズ、剛性が高い感があり、画質に対するこだわりといかにもMacro「専用」レンズという感がして個人的には大変気に入っています。
"",感,を感じます,隔世の感を感じます。
"",感,があって,かなりいいですけど、響いている感があって最高とまではいきませんねビデオカメラとして買うなら文句なしの商品だと思います。
"",感,はありますね,やっぱりハードディスク内臓のため、ずっしり感はありますね。
"",感,があって,トランセンドや飛鳥などは信頼性やGUIを犠牲にし過ぎている感があって検討すらしませんでした。
"",感,もありますが,また、サイズ的に少し大きいといった感もありますが、逆に手にしっくりきて私的にはちょうどよいです(ポケットには入りづらいですが)。
"",感,はありますが,まだ使いこなせて無い感はありますが、画質はかなり良いです。
"",感,があります,しかし、超期待して買った分そんなでもなかった感があります。
"",感,がある,・部分的にプラスチック丸出しで安っぽい感がある。
"",感,があります,人気機種ゆえに少しのゆがみで叩かれてソンをしている感があります。
"",感,がある,※オリンパスとの関係からか、オリンパスのカメラ&ボディとまともに競合しないように配慮したためなのか、主たるターゲット不在の商品になってしまった感がある。
"",感,があって,画質は、オリンパス特有のこってり感があって、満足です。
"",感,があります,他社のデジタル一眼は、全てグリップが出ておりデザインも画一化された感じがしますが、E-410は昔のOMシリーズのフィルムカメラのようでかえって斬新な感があります。
"",感,がありましたが,ここ1〜2年、オリンパスは完全に出遅れてる感がありましたが、この機種の登場で完全復活なるかっ!?って感じです。
"",感,はありますが,レンズのラインナップは現時点では、他メーカーより遅れている感はありますがE-510&E-410の人気も上々ですし、すでに純正レンズの発売発表もあったので今後が楽しみです。
"",感,がありますが,すでに言い尽くされた感がありますが、表現力と機能性が高いレベルでバランスされた万能レンズだと思います。
"",感,のある,ずっしり感のある重量は気になるものの、その解像感、描写力はNIKONのレンズの中でも屈指のものと実感。
"",感,があります,絞り加減などをビジュアルに表示して初心者にも判りやすくすることを意図したのだと思いますが、意あって力及ばずの感があります。
"",感,がありますが,F5.6あたりで十分シャープになり、デジタルで使用する場合はF8あたりからやや飽和する感がありますが、中心部から周縁部にかけて全域で崩れや流れが目立たず、素性の割りには優等生的なレンズだと感じます。
"",感,があった,いままでのニコンのAFはポイントが散漫な感があった。
"",感,はありますが,ブランドイメージも価格のうちに入っている感はありますがすべてのおいて安心のできるカメラだと思う。
"",感,がありますが,JPG時の色調に、ちょっと違う感がありますが、なにしろ手に入れたばかり、これから研究してみます。
"",感,がありました,現在所有しているアマチュアの方は、その辺を納得の上使っているので文句はないでしょうが、プロにとってはノイズの汚い400万画素は使用用途が大きく限定され、D2Xが出る以前に既に時代遅れの感がありました。
"",感,があります,今までの「レンズメーカー製レンズ」を一殻破った感があります。
"",感,があります,最近新たに購入したSB-400と合わせることで、シグマ30mmF1.4EXDCHSMをエースの座から引きずり降ろした感があります。
"",感,はありますが,画質も、ちょっとノイズが乗り安い感はありますが、十分許容範囲内です。
"",感,があります,・昔のリトルニコン、EMは絞り優先自動露出しかついていなかったのですから隔世の感があります。
"",感,があります,筐体が薄い為、ホールド感は好みの別れるところではないでしょうか、女性には持ち易く、男性には小さ過ぎる感があります
"",感,がありますが,見た目の高級感は今一歩といった感がありますが、優れた描写から、非常に満足度の高いレンズです。
"",感,があります,一般的な日帰り撮影行では予備バッテリーは要らないくらいな感があります。
"",感,があります,レンズの径は手持ちでのピントリング操作も考えつくされた感があります。
"",感,がある,描写も甘く眠い感がある。
"",感,もありますが,Gレンズのため、ズームリングが手前に来過ぎている感もありますが、トルクも適度で、操作性に不満はありません。
"",感,があります,欲を言えば連写面でもう少し頑張ってもらえたら良かったなぁ・・と言った感があります。
"",感,があります,まだまだ可能性を見出せる感があります。
"",感,がありますが,感覚的に操作できる操作性のよさには◎をつけてもよい感がありますが、各々のボタンが小さく爪の先で押す感じなのが玉に瑕です。
"",感,がありますが,操作性はマニュアル操作に特化している感がありますがオートブラケット設定保存ができない、大雑把なマニュアルW/B設定など逞偵＞ところには手が届いていないようです。
"",感,があり,起動が遅く、レンズの沈胴部が必死に繰り出そうと頑張っている感があり、壊れないかと不安になる。
"",感,がありますが,デザイン的にはいまいちな感がありますが、スペック的にはこの値段の機種の中ではずば抜けているのでは?
"",感,があります,R3と比較すると、AWB等若干傾向が違う印象があり、わずかに画質も向上している感があります．
"",感,はありますが,製造・出荷が追いついてない感はありますが、良い滑り出しじゃないでしょうか。
"",感,もありますが,ちょっと、ほめすぎてしまった感もありますが、それぐらい満足です。
"",感,がある,85mmF1.2や50mmF1.2の方が仕上がりに対するわくわく感がある。
"",感,がある,1.最短撮影距離がレンズから数センチである事から料理の写真が撮りやすい事とF2.0まで絞ればシャープな描写が得られることから、今までにない写真が撮れるようなワクワク感がある。
"",感,はないが,マニュアルレンズのようなグリースのねっとり感は全くないが、ニコンの超音波モーター無しのレンズ(マニュアル時はリングはスカスカ)よりはいい、タムロンくらいである。
"",感,はあります,多少ぶれやすい感はあります。
"",感,があります,それとレンズの質感も結構チープな感があります。
"",感,があります,いままで使ってきたレンズが別次元のような絵を映し出す感があります。
"",感,が劣る,ただ質感については防塵防滴ボディではないこともあり、電池フタ、CFスロットのフタ等のしっかり感がD200やK10Dに劣る印象がありました。
"",感,があり,画質は，さすがにCanonといった感があり大変に満足しています。
"",感,があります,センサーダスト対策もされ、確実にデジ一眼の弱点を克服している感があります。
"",感,があるが,ライブビューの表示速度のため高画素化が難しかったのか画素不十分な感があるが、しかし、目を従来より離しても1D2N程度のモニター画像に見えると思えば向上である。
"",感,がある,コンデジとしては完成された感がある。
"",感,があります,手ブレ補正に、助けられてる感があります。
"",感,もありますが,40Dにて使用している感覚ですと、広角側が多少足りない感もありますが、EF−s10−22やEF17−40F4Lなどで広角側はカバーが出来るため、テレ側105ミリの方がこのレンズにおいてはメリットが大きいように思います。
"",感,がある,85mmF1.2や50mmF1.2の方が仕上がりに対するわくわく感がある。
"",感,があります,背面のスイッチ類が小さく密集しすぎの感があります。
"",感,はあります,ともに標準レンズとしての使用ですが、やはりAPS−Cサイズのデジ一では広角側が物足りない感はあります。
"",感,はありますが,速度はテレ端に行くにしたがって若干もたつく感はありますが、私的にはストレスを感じるほどではありません。
"",感,はあります,さて、悪い点としては…操作性は、慣れればなんてことはないのですが、ボタンがコンパクトにまとまっている分、少し操作しにくい感はあります。
"",感,があり,作りはしっかりしていて、手に適度なずっしり感があり、所有する満足感があります。
"",感,があって,・レンズのしっかり感があってなんとなく安心する
"",感,があります,私はG1___G2___G6と使ってきましたが、期待が大きかっただけに、購入してややがっかりの感があります。
"",感,がありました,見た目のイメージで、キャノンの「なで肩ボディー」が好きになれなくて避けてきた感がありました(反省)。
"",感,があります,レンズはそれほど悪くないように思いますが、見た目のシャープ感を出すために輪郭強調を過度に掛けている印象で、画面にざらざら感があります。
"",感,はありますが,ややしっくりこない感はありますが形状が特殊ですから使っていくうちに何とかなるでしょう。
"",感,があり,横に広げると安定する感があり手振れ補正が必要と感じたことはありません。
"",感,がありますが,いまさらの感がありますが評価を。
"",感,もありますが,30Dに比べスマートさが無くなった感もありますが、個人的には満足できるレベルです。
"",感,がある,しっかり感がある。
"",感,はありますが,質感という点では、正直ニコンのD300あたりと比べると質素な感はありますが、個人的にはシックでいいと思います。
"",感,があります,熱も帯びにくいので、リチウムイオン電池としては安心できる感があります。
"",感,もありますが,赤みが若干出ている感もありますが、総じて色のりがよく満足できる画質です。
"",感,があります,大抵の機能は付いている感があります。
"",感,もあります,開放ではちょっと甘過ぎる感もあります。
"",感,はありますが,・重さも、標準ズーム等に比べればずっしり感はありますが、EOSkissDNにつけても違和感ないです。
"",感,はありますが,竭「MF時におけるピントリングのトルク感は少々軽いようで、ピタっと止めにくい感はありますが、逆に重すぎる方が困るので、電子制御されたMFコントロールも良好と考えています。
"",感,がありますが,まだまだ使い切れていない感がありますがポートレート中心に使い、大変満足しています。
"",感,はします,総評:トータルしてこの値段でと考えれば、すべて同等以上な感はします。
"",感,がありますが,他にも出ている通り、背面の液晶画面は精度・見易さ共にいまいちの感がありますが、私自身この点は織り込み済みで気にならないので問題なしです。
"",感,がなりました,あと色表現で服にでていた偽色というか色ノイズが目についたのと、暗い所でのざらざら感が非常に気になりました。
"",感,があり,吐き出す絵はくっきり感があり綺麗です。
"",感,があります,それにともない?液晶画面もZ5に比べて、暗く、粗くなった感があります。
"",感,があります,コンパクトで持ち運びは苦になりませんが、実際に写真を撮るときは小さすぎてちょっと撮りにくい感があります。
"",感,があります,クラッセWがようやく出ましたがちょっと遅きに失した感があります。
"",感,があり,まだ、初期設定や試し撮りの段階ですが、5年振りのデジカメは隔世の感があり、「気軽に綺麗な写真が撮れる」では最高の商品かと感じています。
"",感,がなります,室内、フラッシュ無し、マクロで撮影することが多いので、彩度の低さとざらざら感が気になります。
"",感,があり,ボデイは、黒基調に仕上げられ「青は藍より出でて藍より青し」の感があり、一段と風格を増した感じがする。
"",感,があって,・16:9や1:1のアスペクト比の撮影モード少しタイミングが遅くなってしまった感があって申し訳ないのですが、一応投稿してみます。
"",感,があります,トリミング機能の使いやすさ、赤外線通信、マイクロサムネイル等初期のコンデジからすると隔世の感があります。
"",感,があるので,室内だと少しフラッシュが強い感があるので基本はフラッシュは無しがいいかもです。
"",感,はありましたが,初め、ボタンが小さく少し硬めなので押しにくい感はありましたが今では問題ないです。
"",評判,のよい,実は購入後数日でオークションに出し、結構評判のよいワンランク下のEX-Z1050を22000円で購入しましたが、(CASIOデジカメの機能が好きなので、同じメーカーにしました)1050のほうが明らかに綺麗です。
"",評判,がいいので,SONYは、ずっと品質面に不安を持っていますが、一番評判がいいので、思い切って購入しました。
"",評判,の高い,オリンパスの評判の高いダストリダクション。
"",評判,の良い,まあ、私は評判の良いistDのファインダーを見て「なんか暗くて見にくいなー、D40のほうがピンの山は見えやすい」なんて思っちゃう人間ですから実力はしれてます。
"",評判,は高い,レンジファインダーカメラではあるがその工作精度の高さ、ライカのクラフトマンシップによるM8は欧米のプロカメラマンなかでもなかなか評判は高い。
"",評判,がいいので,最初は、SONY留200かD60を買おうと思ってましたが、D40のクチコミをみて、あまりに評判がいいのでこの機種も候補にいれました。
"",評判,の良い,かなり、評判の良いレンズですが、私なりに。。
"",評判,ということで,AF/MFの切り替えがやや面倒で、またHSM搭載でないので煩いですが、商品撮りメインなのでカリカリシャープで評判ということで購入しました。
"",評判,がいい,タムロン、ボケがきれいと評判がいい。
"",評判,は良く,サンヨンでも、単としての評判は良く、弱点は「三脚座」くらいでしたが、その上は、サンニッパの描写を見るまでは想像出来ませんでした。
"",評判,のよい,ただ、余裕があればこのキットではなく本体と評判のよいDX18-200GのVRレンズの組み合わせ買いの方がよいのかも知れません。
"",評判,が良い,マニアの方を含め評判が良い事がうなずけますね。
"",評判,と違い,GRDを使っていましたが、巷の評判と違い処理エンジンのあまりの古さに失望してGRD竇。を待つことなくこちらに買い換えました。
"",評判,が良いので,istDを買ってから三年、秋発売の後継機までガマンしようと思っていたのですがあまりにK100Dの評判が良いので発売日に買ってしまいました。
"",評判,もいい,評判もいいことは確かで、撮った写真が綺麗にみえます。
"",評判,が良いので,こちらの板で評判が良いので試しに購入してみました。
"",評判,の良い,デジイチデビュー(2007/9/EOS-1D)と同時に安くて評判の良い単焦点レンズで検索して購入しました。
"",評判,の良い,デジ一デビュー(2007/5)と同時に安くて評判の良いこのレンズを購入しました。
"",評判,が良いので,あんまり評判が良いのでチョット試しにと言う気楽な感覚で購入しちゃいました。
"",評判,のよい,まず画質は、低感度から高感度まで評判のよいフジのコンパクト系ですら(あたりまえなのでしょうが)遠く及ばない高画質で、600万画素でも細部につぶれの無い、十分な密度感があります。
"",評判,もありますが,ペンタとの比較では画質がやや甘いとの評判もありますが、このレンズはこのレンズでとても良いレンズだと思います。
"",評判,が良いので,D80と最後まで競合してましたがK10Dの評判が良いので冒険心で買ってしまいました。
"",評判,の良い,評判の良いレンズですので期待していたのですが、それ以上の写りに大満足です。
"",評判,の良い,さすがに評判の良いレンズです。
"",評判,の高い,書かれている方もいらっしゃいましたが、17−19mmあたりは同社で評判の高い28−75(A09)には及ばない感じがしますが、全般に写りも良く、価格も比較的安価なので、A09のデジタル専用版といえるかもしれません。
"",評判,も良い,評判も良いため、良いかと思って、買い足しました。
"",評判,がよく,この機種は口コミでも画質は評判がよく、確かに綺麗です。
"",評判,がいい,・写りの評判がいい
"",評判,もいい,評判もいいことは確かで、撮った写真が綺麗にみえます。
"",評判,が良いので,こちらの板で評判が良いので試しに購入してみました。
"",評判,の良い,デジイチデビュー(2007/9/EOS-1D)と同時に安くて評判の良い単焦点レンズで検索して購入しました。
"",評判,の良い,デジ一デビュー(2007/5)と同時に安くて評判の良いこのレンズを購入しました。
"",評判,が良いので,あんまり評判が良いのでチョット試しにと言う気楽な感覚で購入しちゃいました。
"",評判,がいい,単レンズなので当たり前ですが、評判がいい70−200F4と比べてもワンランク上だと感じました。
"",評判,の良い,先月末にデジイチデビュー(なぜか今更EOS-1D)と同時に安くて評判の良い単焦点レンズで検索して単焦点撒き餌レンズEF50mmF1.8IIと一緒に購入しました。
"",評判,の良い,最初はモナークを買うつもりでしたが評判の良い10倍は店頭で覗いてかなり手ブレが気になりそれまで考えてもいなかった防振双眼鏡を比較検討し防水で三脚に取り付け可能なものが欲しくこれを購入しました。
"",評判,の高い,持っていますが、これより長焦点のマクロが欲しくなり評判の高いタムロン90mmと迷った末、どうせなら長い方をということでこのレンズの購入に踏み切りました。
"",評判,の良い,今回の買換えは価格．COMの情報を見て評判の良いF30に決めました。
"",評判,の良い,xDピクチャーカードは、評判の良いFUJI純正の無印モデルを、やっとの思いで入手しました。
"",評判,の良い,評判の良いF31fdと、ほぼ同じ画質と言うクチコミを参考に。
"",評判,の良い,RichoGR-Digitalを使用していましたが、故障してしまい(現在は修理済み)、こちらの口コミ等を参考にさせて頂き、半月ほど前に評判の良いこの機種を購入いたしました。
"",比較,で迷いましたが,SONY機との比較で迷いましたが、自社の都合でころころと記録メディアの規格を変えるメーカーの製品は買いたくありませんでした。
"",比較,になります,動画機能は、8年ほど前に購入した、CANON___PV-1というDV形式のビデオカメラ、静止画機能はフジのF31fdとの比較になります。
"",比較,ということで,発売時期が違う、価格帯が違う、など一般的な比較対照ではないかもしれませんが私が持っている機種での比較ということで了解ください。
"",比較,をした,画像の良し悪しは、多機種と比較をしたことがあまりないので勝手な表現は避けますが、フォーサーズ信者になりつつあります。
"",比較,になり,3月に発売になったマイクロニッコール60mm(新型)を発売日に買ったので、それとの比較になり、厳しめになりました。
"",比較,になります,ハード面とソフト面(画像処理エンジン?)においての比較になります。
"",比較,となります,D200を2年使いましたので、その比較となります。
"",比較,になってしまいます,今まではハンドエイドのデジカメとフィルム一眼しか使ったことしかないので、それとの比較になってしまいます。
"",比較,をしている,下のリンク先は私が立てたスレッドですが、ライバル機であるフジZ5との比較をしている所を見つけたので紹介してます。
"",比較,になります,以前はCanon(20D・40D)PENTAX(K10D・K100D)も使用しており、それらとの比較になります。
"",比較,になるので,機能性に関しては、10年以上前のモデルとの比較になるのでよく分からない。
"",比較,で言えば,ただ、今後発売になるDA☆との比較で言えば間違いなくここは「5」です。
"",比較,になります,そのため、SIGMAとの比較になります。
"",比較,はわかりませんが,初心者なので比較はよくわかりませんが、「これから写真を趣味としてやってみようか」と思っている人に合っているような気がします。
"",比較,でします,・中級機として我慢すべきなのでしょうが、K100Dとの比較で「4」とします。
"",比較,はわかりませんが,他社のデジ一眼との比較はわかりませんが、少なくともコンデジのAFよりは早いです。
"",比較,になります,以下と採点はSIGMA17-70との比較になります。
"",比較,になります,銀塩では、Sigma-15mmを使用しており、これとの比較になります。
"",比較,は思いますが,コンパクト、ネオ一眼との比較は基準にすべきでないとは思いますが、いざ自分で撮り比べて、品位の違いにデジイチの威力を改めて認識しました。
"",比較,ではありますが,ペンタとの比較では画質がやや甘いとの評判もありますが、このレンズはこのレンズでとても良いレンズだと思います。
"",比較,になります,FAJ75-300との比較になります。
"",比較,をしている,そのため、望遠はほとんどタムロン18-250mm(こちらは個人的に大満足)に任せ、こちらはほとんど使っていなかったのですが、70-300mmに関してはシグマのほうが写りがよいと聞き、実際撮り比べて比較をしているブログを見ても明確な差があったので、思い切って買い換えてみました。
"",比較,も含めて,D3や5Dが気になっている方も多いと思うので、あくまで個人的見解として二つとの比較も含めてレビューさせて頂きます。
"",比較,ではありますが,TAMRON18-200mmなととの比較では、EF-S17-85mmISの解像度の高さやAF速度、IS効果など、多くの点でメリットがありますが、価格の高さがネックなので中古狙いも良いかも?
"",比較,になります,今まで使っていたデジカメがかなり古いもので、それとの比較になります。
"",比較,では思います,所有のキヤノン純正(24-85F3.5-4.5/10-22F3.5-4.5など)との比較では柔らかいぼけ、色乗りは上回っているように思います。
"",比較,を含めて,この度、EF24−70mmF2．8Lを購入しましたので、比較を含めて記念レビューです。
"",比較,もありましたが,90との比較もありましたがすっきりした10がベスト。
"",比較,をしましたが,(前所有はEOS-1N)システム変更に際し、Nikon、Sony、Pentax等と比較しましたが、操作性、価格、性能の比較をしましたが、一番バランスが取れているのが___EOS40Dでした。
"",比較,をすると,と言うわけでフルサイズセンサー+100mmマクロとの比較をするといくつか不満点も出る物の、CanonAPS-Cボディ機のオーナーなら持っていて損はないレンズのひとつだと思います。
"",比較,で言えば,5Dとの比較で言えば、ノイズはやや不利ですが、解像感は互角以上、階調描写性能は1ランク上と感じます。
"",比較,でしました,・総合評価は5と思いますが、EFS17−55ISとの比較で4にしました買いました。
"",比較,ではあります,ニコンD40との比較では、発色や画質に大きな違いがあります。
"",比較,になります,同時期に購入したEOS40Dとの比較になります。
"",比較,になりました,購入検討では乾電池が使えること、10倍以上のズーム、ホールド性が高いこと、この3点からキヤノンG5ISとオリンパスSP-560UZ、S8000の3機種での比較になりました。
"",比較,になり,買い換え前のデジカメとの比較になり、最近の機種との比較はできていませんが、その点はご了承ください。
"",用途,がないと,プログラム撮影で自分でその都度設定すればこの問題は回避できるとようですが、室内での用途がメインの場合、使い勝手が悪くなるのは間違いないと思います。
"",用途,は使用しています,用途は、デジタル一眼レフカメラNikonD-80の画像記録用に使用しています。
"",用途,というか,Z750は非常に完成度の高いカメラでこれと比較すると落ちる部分も何かと目につきますが、総合的には買って満足ですし、Z750とは用途というか特性が違いますので上手く使い分けていこうと思います。
"",用途,を考えると,◎高速連射は「子供の笑い顔」など用途を考えると結構使えそう
"",用途,はありませんが,私には水中撮影の用途はありませんが、海やプールで子供を撮るのが目的で購入しました。
"",用途,があれば,この手のレンズは熱に弱いので運動会やスポーツ撮影の用途があれば、炎天下でも長時間使用できるライトグレーがおすすめです。
"",用途,で使用しています,風景写真、子供の写真などの用途で使用しています。
"",用途,には満足しています,総じて、私程度の用途には当面十分な機種とわかり満足しています。
"",用途,を選ぶ,しかし、よくも悪くもPENTAXらしい機械なので、ユーザーと用途を選ぶ。
"",用途,を考えると,K100Dキットレンズとしてはユーザー層や小型一眼の用途を考えると妥当な仕様だと思います。
"",用途,で使う,建設カメラ以外の用途で使う分には、十分すぎるカメラと思います。
"",用途,で使っています,デジカメはあくまで一眼レフ(フィルム)のメモ用や、水中や水際使用という用途で使っています。
"",用途,にする,あくまでも証拠写真的な用途にする位の方が良いかもしれません。
"",用途,を考えれば,しかし、予算の範囲内で私の用途を考えれば十分満足できるものでした。
"",用途,に近い,ひとつアドバイスですが、お時間が有れば、手持ちのxDまたは、SDカードその他を店頭に持参し、(店員さんにことわってから)自分の目的とする用途に近い撮影をデモ機でさせてもらって下さい。
"",拡張性,もありますが,アクセサリーにリングライト、ワイコン、テレコン、37ミリ径フィルター対応のアダプターがあり拡張性もありますが私の魅力としてはフィルターが使える事で十分です。
"",拡張性,が欲しかった,ただ、ホットシュー、レンズアダプターなどの拡張性が欲しかったところです。
"",拡張性,がある,画質ではキャノン等の製品に負けるかもしれませんが、とにかく軽くてとりまわしやすく、またSDカードの低価格化である程度の拡張性があるところがいいと思います。
"",拡張性,の無い,変に独自規格のように拡張性の無い物ばかり作るのではなく、もっと周りを見て他社と共存できるような製品を作ってもらいたいものです。
"",拡張性,はあります,拡張性はレンズの種類が選べないという問題があります。
"",拡張性,が高い,拡張性が高いことも、評価できると思います。
"",拡張性,もあるので,拡張性もあるので今では純正のワイコンを購入して広角撮影も楽しんでいます。
"",拡張性,が欲しい,他の方のレビューにもあるように、場所によっては黄色が強く出たりもしますが、基本的にナチュラルな発色なので満足です操作性各コントロールはしやすいです、マイナスは背面の測距点切り替えダイヤルが固いのと、そこに拡張性が欲しいこと、AF切り替えレバーが弱そうに思えることです。
"",拡張性,を持っている,楽しむ為の機能と拡張性を持っているカメラと言うべきでしょうか。
"",拡張性,はないと,ただし外部入力とか拡張性はあまりないと思うのでこだわり派には薦めませんが・・・お手軽望みな方にはベストかと思います。
"",拡張性,が高い,拡張性が高い点も見逃せませんね。
"",拡張性,はあるが,大きな割に持ちにくく、拡張性はあるが実用性が低い・・・。
"",拡張性,もある,最終的には拡張性もあるG9に気持ちが傾きましたが、自分が一番使う3Mサイズの画像をPC画面で確認させてもらったところ、大差があるわけでは無かったのでA720ISにしました。
"",拡張性,もあり,拡張性もそこそこあり、テレコン・ワイコン・増設フラッシュなども付けられ、いいと思います。
"",F6,に近い,F6に近い感じがあり，軽快で創造意欲をそそられます．
"",F6,に比べれば,F100はF5やF6に比べれば軽量なものの、日曜ホビーカメラマンのお気軽な普段用スナップ用一眼レフとしては、常時携帯という点で難がある。
"",F6,はあるが,F6はグリップがあるが、スピードライトもつけてFM3Aで撮影すると落としそうだ。
"",F6,になって,F80sやF6になって漸く、フィルムのコマ間写し込み機能が身近なものになったと感じられます(F80sやF6は写し込み機能標準装備が魅力です)。
"",F6,に付けて,F6に付けてブライダルスナップのメインレンズに使用しています。
"",F6,に付けて,F6に付けて撮影。
"",F6,で使っていますが,今はF6で使っていますが、やはり17mmは広いですね〜!
"",F6,と比べると,デビュー当時は、アナログ式のシャッターダイヤル・モードダイヤルがないことに賛否両論で「ニコンF系列もついにEOSみたいな電気カメラになっちゃった」なんていわれていましたが、F6と比べると洗練度が不足し重厚かつ無骨な感じです。
"",F6,を使うと,この点がF6を使うとF5に戻れないと言われる所以でしょう。
"",F6,を購入しました,それまでF100がメインでしたが、我が子の誕生をあと3ヶ月に控えている時にF6を購入しました。
"",F6,は良いです,とてもよいカメラですが、比べてしまうとF6は格別に良いです。
"",F6,はカメラです,F6はバッテリーバックを装着すると縦横関係なく操作できてマニュアル派の私にとっては操作性抜群のカメラです。
"",F6,はなっています,F5がD一桁シリーズのデザインを踏襲しているのに対し、F6はF一桁に回帰したデザインとなっています。
"",F6,を購入する,周囲が騒がしい、カメラ屋の店内で空シャッターを切った時には、それほどの感動はなかったし、最近まではF6を購入する予定もなかったのだが、VRレンズが使えて、旅行時の撮影などで、あまり人に威圧的ではない大きさ、シャッター音のカメラが欲しいと思って購入に踏み切った後、考えは一変した。
"",F6,を使う,結局私は、「フォーカスエリアの循環」をしないという設定でF6を使うことにした。
"",VR,を含め,手に入り、個人的事情を入れて、少しはケナシてやろうと思いましたが、VRを含め、心配されていた周辺減光もテストしてみると、「自分の許容範囲」だったので、仕方なく「5」です
"",VR,があっても,しかし、それはVRがあっても恐らく防げない事が多いと思われる。
"",VR,をする,若干引き気味にフレーミングするか、VRをオフにする必要があります。
"",VR,はあると,またVRはアベイラブル・ライト下や望遠域の手持ち撮影において絶大な効果があると思います。
"",VR,はいいですね,VRはいいですね。
"",VR,の無い,またイルミネーションの撮影に使った時もVRの無い28-70F2.8レンズで手持ち撮影してもぶれなくしっかり撮影できました。
"",VR,が欲しくて,初期のwキットで購入しましたが、VRが欲しくて①AF-SDXVRZoomNikkorED55-200mmF4-5.6G(IF)、竭。AF-SDXVRZoomNikkorED18-200mmF3.5-5.6G(IF)を購入。
"",VR,にない,VRは24−120mmと2本目になりますがVR2になってからは今までのVRにないモード(アクティブ)が追加されて貧乏揺すりような細かな激しい振動に対応してくれているのはありがたいです。
"",VR,はなりますが,VRは24−120mmと2本目になりますがVR2になってからは今までのVRにないモード(アクティブ)が追加されて貧乏揺すりような細かな激しい振動に対応してくれているのはありがたいです。
"",VR,をした,フラッシュ無しの状態でシャッター速度をかなり遅くしてみましたが、VRをONにした状態とOFFにした状態で比べると、格段の違いです。
"",VR,も良いです,VRも良いです。
"",VR,も良いです,VRもなかなか良いです。
"",VR,という感じです,さすがNIKONのVRという感じです。
"",後,は無く,直前までメイン機としてSDR-S200の良い点3年前に、一人目の子供が生まれた際にパナのテープ機を購入しましたが、出産直後の撮影に使った後は撮りっぱなしで見ることもほとんど無く、編集も行わなかったので親戚や知人に見て貰うこともありませんでした。
"",後,は悪い,後はバッテリーのもちが悪い。
"",後,は高い,後は満足度が高い。
"",後,はありません,後はほぼ言う事はありません。
"",後,はないです,って感じで、後は問題ないです。
"",後,はありません,なお、購入当初、望遠端で左側に片ボケが発生しましたが、メーカーに修理に出した後は問題ありません。
"",後,になって,ケースは別売りになっていますが絶対に無いと後になって困ると思います。
"",後,はいい,後はいいレンズと撮影テクだけ・・・そんな感じです。
"",後,は思います,後は、使いやすくて良いと思います。
"",後,は思います,調整してもらった後は開放でも十分シャープだと思います。
"",後,はなります,EOS1Dmk3のマイクロアジャストメントで微調整しても、開放〜F2.0くらいまでは、被写界深度内に入りますが、後は、絞り込むほどに、どんどん後ピンになります。
"",後,は大満足です,後は、全てにおいて大満足です。
"",後,はありましたが,後は、人の何気ない瞬間を撮るときにも、携帯性は、ちょっと想いかなという感じもありましたが、ボディバランスがよいせいも有り、点数は4にしました。
"",後,が無い,バッテリーはチェックマークが3段階しかないので1段消えると後が無い為に消耗が早い気がしてしまいます
"",後,になって,最初のころは、キットレンズで後は安めのレンズでも…と購入してみましたが、後になってF値の低い物の良さが分かり購入してみたく…と物欲だけがどんどん膨らみます。
"",後,は思いました,後は、レンズの手ぶれ補正も良いとは思いますが、ボディー内での手ぶれ補正も入れる余地はあったのでは無いかと素人ながらに思いました。
"",後,は思います,後は、デジタル対応と謳っていない100−400ISUがどこまで綺麗に撮れるか気になるところですが、明日試撮りしたいと思います。
"",後,は秀逸です,後は、液晶が3インチというのも、撮った映像の確認等で20Dを完全に凌駕していますし、ファインダーの視認性も秀逸です。
"",後,は最高です,後は、広角側が出来れば28mmまで広げてくれれば最高です。
"",後,はあるので,後はダイナミックレンジ拡張など、他のカメラにはない機能があるので、結構満足しています。
"",信頼性,があると,運動会が近づき、テープ式が一番信頼性があると判断し、ブラックを購入しました。
"",信頼性,が高い,テープはバックアップメディアとしては現状最も信頼性が高いものと思っています。
